,UserScreenName,UserName,Timestamp,Text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
39,Nor Azman bin Abdul,@mankalimoi,2015-04-26T09:28:42.000Z,"RT""
@SannJimbau
: 26/4-Kmpn Derma Darah anjran Telekom Malaysia Berhad 
@relaserian
 @RELA_Sarawak
 @relamalaysia
 """,,,,,https://pbs.twimg.com/media/CDgSvSdUgAAkEyG?format=jpg&name=360x360,https://twitter.com/mankalimoi/status/592258994699304961
40,W A W A,@Lailatul_Azwa,2015-05-09T06:50:06.000Z,Wahhh...ayah sedang derma darah sempena Hari Bomba Malaysia...banyak dah bagi darah tu...bukti di… https://instagram.com/p/2c6QLSAs2T/,,,,,,https://twitter.com/Lailatul_Azwa/status/596930121342328832
41,natassha maznan,@tasyachelsi,2015-05-10T11:12:18.000Z,"Kalau jadi balik malaysia, before that kena pergi derma darah dulu..dah dekat setahun tak derma",,,,,,https://twitter.com/tasyachelsi/status/597358495625814016
42,Mutiara Iliya,@mutiarailiya,2015-05-10T13:32:48.000Z,"#malaysia - Program Derma Darah Polis Johor Sasar 200 Penderma: JOHOR BAHRU – Polis Johor menya... http://bit.ly/1zPQDbj via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/597393854954745856
43,Pasukan bomba sukarela felda sahabat,@felda_sahabat,2015-05-06T05:47:48.000Z,SURAT JEMPUTAN PROGRAM DERMA DARAH DARI JABATAN SUKARELAWAN MALAYSIA ( RELA ) DAERAH LAHAD DATU DAN FELDA SAHABAT.,,,2.0,4.0,https://pbs.twimg.com/media/CETNu6DXIAAVLYN?format=jpg&name=900x900,https://twitter.com/felda_sahabat/status/595827280997416960
44,ZHJ,@ZahrulHisyam,2015-05-12T08:19:50.000Z,First time derma darah. @ KYB-UMW MALAYSIA SDN BHD https://instagram.com/p/2ky6MhJh_E/,,,,1.0,,https://twitter.com/ZahrulHisyam/status/598039869164789760
45,Penerangan Johor,@japenjohor,2015-05-18T07:45:05.000Z,"Kempen Derma Darah Anjuran Jabatan Kimia Malaysia, Negeri Johor pd 19 Mei 2015,9.00 pg #JP02 
@hhbjutawan
 @amannurul
 @ibrahman
 @JauharOnline",,,1.0,1.0,,https://twitter.com/japenjohor/status/600205450714304514
46,linuxmalaysia (هاريسفازيللاه جامعل),@linuxmalaysia,2015-05-20T07:39:50.000Z,"Dipetik dari Blood Bank Hospital Umum Sarawak

Untuk Kempen Derma Darah Kepada Rakyat Malaysia

Pertemuan singkat... http://fb.me/6DpiktWXK",,,,,,https://twitter.com/linuxmalaysia/status/600928904170332160
47,azizan,@azizan9084,2015-05-21T08:35:30.000Z,"PEMUDA UMNO MALAYSIA Derma Darah: KOTA BAHARU, 21 Mei — Panglima Briged Kelapan Infantri, Brig Jen Datuk ... http://bit.ly/1K49zTV #jdt",,,,,,https://twitter.com/azizan9084/status/601305301015400448
48,linuxmalaysia (هاريسفازيللاه جامعل),@linuxmalaysia,2015-05-21T10:25:36.000Z,Hari penderma darah. Kempen Derma Darah Kepada Rakyat Malaysia http://fb.me/7o4hHOvf4,,,,,,https://twitter.com/linuxmalaysia/status/601333010332569600
49,CIDB Malaysia,@CIDB_Malaysia,2015-05-22T07:49:37.000Z,"Kempen Derma Darah Sempena Minggu Keselamatan & Kesihatan Pekerjaan 2015 CIDB MALAYSIA, Menara Dato' Onn PWTC.
https://goo.gl/Oqi3rK",,,2.0,,,https://twitter.com/CIDB_Malaysia/status/601656142666731520
50,RTM Malaysia,@RTM_Malaysia,2015-05-25T04:47:31.000Z,"Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut. 
@DGHisham",,,1.0,1.0,https://pbs.twimg.com/media/CF02KabVAAEEIXz?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/602697478798901249
51,Mad,@EzzatEmirMJ,2015-05-27T00:55:47.000Z,"Derma darah (@ Dewan Bandaraya Kuala Lumpur in Kuala Lumpur, Malaysia) https://swarmapp.com/c/3ISuFc4QQFV",,,,,,https://twitter.com/EzzatEmirMJ/status/603363936474365953
52,BN Malaysia,@BNMalaysia,2015-05-28T04:30:01.000Z,"Kempen Derma Darah Pra Ramadhan Anjuran Alumni MRSM Malaysia (ANSARA) akan diadakan pada 12, 13 dan 14 Jun 2015... http://fb.me/1Lt1zDxyr",,,2.0,,,https://twitter.com/BNMalaysia/status/603780239269957632
53,Suhaila MdZalan,@suhailamdzalan,2015-05-26T07:37:19.000Z,"RT 
@RTM_Malaysia
: Jom! Derma darah. Knjngi Pusat Darah Negara @ layari http://pdn.gov.my  utk maklumat lanjut.  """,,,,,https://pbs.twimg.com/media/CF6Z-adUIAAM4qz?format=jpg&name=small,https://twitter.com/suhailamdzalan/status/603102601035427840
54,RTM Malaysia,@RTM_Malaysia,2015-05-29T07:36:43.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,1.0,5.0,1.0,https://pbs.twimg.com/media/CGKDQDbUYAE0RUr?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/604189614107045888
55,RTM Malaysia,@RTM_Malaysia,2015-06-02T01:06:36.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my    utk maklumat lanjut.,,1.0,2.0,2.0,https://pbs.twimg.com/media/CGdQUTqVAAAcq2p?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/605540986677100544
56,Suhaila MdZalan,@suhailamdzalan,2015-06-02T01:48:32.000Z,"RT 
@RTM_Malaysia
 Jom! Derma darah.Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut.",,1.0,2.0,,https://pbs.twimg.com/media/CGdQUTqVAAAcq2p?format=jpg&name=small,https://twitter.com/suhailamdzalan/status/605551539801853952
57,RTM Malaysia,@RTM_Malaysia,2015-06-04T02:34:16.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,2.0,1.0,https://pbs.twimg.com/media/CGn3j-nUgAEAXBZ?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/606287825097482240
58,Berita BM,@BeritaBM,2015-06-06T19:35:19.000Z,"BORNEO: Orang ramai dipelawa meriahkan Hari Derma Darah Sedunia, 14 Jun http://bit.ly/1QA6tct #BeritaBM #Malaysia",,,,,,https://twitter.com/BeritaBM/status/607269556944437248
59,Berita BM,@BeritaBM,2015-06-08T16:22:44.000Z,300 anggota bomba Terengganu derma darah http://bit.ly/1JDlNVq #BeritaBM #Malaysia,,,,,,https://twitter.com/BeritaBM/status/607945866251345920
60,Mutiara Iliya,@mutiarailiya,2015-06-05T10:48:27.000Z,"#malaysia - Hari Derma Darah Di Tasik Titiwangsa: KUALA LUMPUR – Pusat Darah Negara akan mengad... http://bit.ly/1IorbwI via 
@mynewshub",,,,,,https://twitter.com/mutiarailiya/status/606774576781991937
61,RTM Malaysia,@RTM_Malaysia,2015-06-08T08:31:27.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my    utk maklumat lanjut.,,,1.0,1.0,https://pbs.twimg.com/media/CG9vrPaVAAE7dC3?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/607827264839938048
62,DTN Malaysia,@DTNMalaysia,2015-06-06T17:46:15.000Z,"DTN Malaysia: Orang ramai dipelawa meriahkan Hari Derma Darah Sedunia, 14 Jun: SIBU: Orang awam dijemput untuk... http://bit.ly/1MdTn3j",,,,,,https://twitter.com/DTNMalaysia/status/607242108227878913
63,Sultan KL,@shazmitito,2015-06-10T04:56:56.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 First time derma darah my left hand turned blue black for two weeks wei and im left handed btw.Tak tahu la salah teknik ke apa",,1.0,,,,https://twitter.com/shazmitito/status/608498055894056961
64,Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:37:45.000Z,Dermalah darah.,,7.0,6.0,2.0,,https://twitter.com/twt_malaysia/status/608478127803760640
65,ʃɑfɪk,@ichbinSyafiq,2015-06-10T03:55:27.000Z,"@twt_malaysia
 nak derma darah tapi nurse tak bagi.",,,,,,https://twitter.com/ichbinSyafiq/status/608482582192381953
66,Pijahhhhhhhhhhhhh Manis,@pijahygchumil,2015-06-10T03:44:36.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 lepas derma darah boleh gemuk ehh? ",😅,,,1.0,https://abs-0.twimg.com/emoji/v2/svg/1f605.svg,https://twitter.com/pijahygchumil/status/608479850421215233
67,aziemah,@aziemahrusidi,2015-06-13T03:08:57.000Z,Derma darah & skuad Harimau Malaysia in Aeon Bukit Tinggi what are you waiting forrrr ,🐝 🐝,1.0,,,https://abs-0.twimg.com/emoji/v2/svg/1f41d.svg,https://twitter.com/aziemahrusidi/status/609558043433373697
68,,@kjm01sh522,2015-06-10T03:54:28.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 nk derma darah nurse kata tak cukop darah :/",,,,,,https://twitter.com/kjm01sh522/status/608482334074114048
69,Pijahhhhhhhhhhhhh Manis,@pijahygchumil,2015-06-10T04:19:22.000Z,"Replying to 
@nazrinsaad@nazrinsaad
 @twt_malaysia
 lagi berat lagi banyak?",,2.0,,,,https://twitter.com/pijahygchumil/status/608488599944712192
70,Nazrin,@nazrinsaad,2015-06-10T04:25:16.000Z,"@pijahygchumil
 @twt_malaysia
 Paling menakutkan masa derma darah masa dia inject ja. Kalau dari bank darah dia inject bius. Tak rasa apa pun.",,2.0,1.0,1.0,,https://twitter.com/nazrinsaad/status/608490086305513473
71,ELEANOR.EMRAN,@aiyueeben,2015-06-10T03:50:45.000Z,"Replying to 
@twt_malaysia@twt_malaysia
 baru sekali cuba. Nervous jugak time tu.

Btl ke blh gemok lps derma darah.",,1.0,,,,https://twitter.com/aiyueeben/status/608481400908562433
72,Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:56:21.000Z,"Ini sia tak pasti. Semua urang tak sama, lepas sia derma, takde selera pula.Quote Tweet
Nazrin
@nazrinsaad
 · Jun 10, 2015
Replying to @twt_malaysia
@twt_malaysia @pijahygchumil Boleh jadi gemuk sebab lepas derma darah orang rasa kena banyak makan untuk ganti darah.",,2.0,1.0,1.0,https://pbs.twimg.com/profile_images/1091393106451193857/lgGv6qPu_mini.jpg,https://twitter.com/twt_malaysia/status/608482808475041792
73,Nazrin,@nazrinsaad,2015-06-10T03:59:04.000Z,"@twt_malaysia
 @pijahygchumil
 Masa menderma aku tak gemuk pun. Ni dah lama tak derma baru naik berat. Bukan salah derma darah guys. Haha",,1.0,1.0,2.0,,https://twitter.com/nazrinsaad/status/608483491479711744
74,Berita Malaysia,@BeritaMalaysia_,2015-06-14T13:00:18.000Z,"Hanya 2.2% Rakyat Malaysia ""Sudi"" Derma Darah http://kedahnews.com/2015/06/hanya-22-rakyat-malaysia-sudi-derma.html…",,,,,,https://twitter.com/BeritaMalaysia_/status/610069251861315584
75,Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:46:58.000Z,"Itu rumours palsu ja. Sebenarnya yang sebalik yang berlaku, beratmu turun sampai darah tu datang kembali.Quote Tweet
Pijahhhhhhhhhhhhh Manis
@pijahygchumil
 · Jun 10, 2015
Replying to @twt_malaysia
@twt_malaysia lepas derma darah boleh gemuk ehh? ",😅,1.0,3.0,2.0,https://pbs.twimg.com/profile_images/1237696424470401025/v4MIq_Um_mini.jpg,https://twitter.com/twt_malaysia/status/608480446574407680
76,Nazrin,@nazrinsaad,2015-06-10T03:53:12.000Z,"@twt_malaysia
 @pijahygchumil
 Boleh jadi gemuk sebab lepas derma darah orang rasa kena banyak makan untuk ganti darah.",,,,2.0,,https://twitter.com/nazrinsaad/status/608482014774341632
77,RTM Malaysia,@RTM_Malaysia,2015-06-11T09:24:23.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,1.0,,https://pbs.twimg.com/media/CHNYj4WUwAAcnQL?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/608927749273571328
78,makuro,@makuro48,2015-06-10T03:39:50.000Z,"twt_malaysia: Haha, tapi curator ni dulu ayam juga derma darah. Langsung tak berani tengok tu jarum. #KCA #VoteJKT48ID",,,,,,https://twitter.com/makuro48/status/608478653345886208
79,RTM Malaysia,@RTM_Malaysia,2015-06-12T05:42:03.000Z,Sorang penderma daran boleh menyelamatkan 3 nyawa. Jom sertai kempen derma darah sempena Sambutan Hari Penderma... http://fb.me/3wZGaof5g,,,1.0,,,https://twitter.com/RTM_Malaysia/status/609234187464376320
80,P012Jerai,@P012Jerai,2015-06-14T13:00:15.000Z,"Hanya 2.2% Rakyat Malaysia ""Sudi"" Derma Darah http://fb.me/3j8DqN4a9",,,,,,https://twitter.com/P012Jerai/status/610069237881827328
81,Rakyat: KP Gynae Penang,@twt_malaysia,2015-06-10T03:38:11.000Z,"Haha, tapi curator ni dulu ayam juga derma darah. Langsung tak berani tengok tu jarum.",,8.0,1.0,1.0,,https://twitter.com/twt_malaysia/status/608478236465635328
82,DukeofUMNO,@DukeofUMNO,2015-06-14T13:00:19.000Z,"Hanya 2.2% Rakyat Malaysia ""Sudi"" Derma Darah http://kedahnews.com/2015/06/hanya-22-rakyat-malaysia-sudi-derma.html…",,,,,,https://twitter.com/DukeofUMNO/status/610069256022065152
83,Najib Kamsani | ALVA,@najibkamsani,2015-06-15T16:46:59.000Z,"Replying to 
@Xannthra@Xannthomas 
@twt_malaysia
 tumpang tanya. Kat mana eh nak derma darah?",,,,,,https://twitter.com/najibkamsani/status/610488685251788800
84,ahmad arfi,@DOUBLE_EXE,2015-06-15T11:18:09.000Z,"hanya 2.2% rakyat malaysia yg menderma darah.

mahu salahkan siapa?lay man tiada usaha mahu datang ke unit derma... http://fb.me/7yeKEdjg9",,,,,,https://twitter.com/DOUBLE_EXE/status/610405932934152192
85,Mohd Izam Hassan,@surfme61,2015-06-17T04:29:32.000Z,"Selesai sesi Derma Darah sebanyak 450 pint. Hanya 2.2% rakyat Malaysia yang berderma. Dari jumlah itu, Bank Darah... http://fb.me/w4CJboRJ",,,,,,https://twitter.com/surfme61/status/611027876692017153
86,RTM Malaysia,@RTM_Malaysia,2015-06-18T01:01:45.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,5.0,,https://pbs.twimg.com/media/CHvopSmUEAA589s?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/611337972265267200
87,RTM Malaysia,@RTM_Malaysia,2015-06-16T03:15:12.000Z,#SPM Edisi 16 Jun 2015 (Selasa) DERMA DARAH DAN HARI TANPA ROKOK https://youtube.com/watch?v=pn098CtgxDo…,,,1.0,,,https://twitter.com/RTM_Malaysia/status/610646780141670400
88,RTM Malaysia,@RTM_Malaysia,2015-06-24T05:19:49.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my untuk maklumat lanjut.,,,4.0,2.0,https://pbs.twimg.com/media/CIPdQFfUsAA8z-y?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/613577244569530368
89,Wibowo Chooh,@WChooh,2015-06-25T07:42:01.000Z,"Alhamdulillah...walaupun panas,lepas derma/donor darah tetep puasa ...di HQ malaysia timur.",,,,,https://pbs.twimg.com/media/CIVHDytUwAAr7or?format=jpg&name=small,https://twitter.com/WChooh/status/613975418060705792
90,RTM Malaysia,@RTM_Malaysia,2015-06-29T02:29:09.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut.,,,2.0,2.0,https://pbs.twimg.com/media/CIomI5cUwAAfuBr?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/615346235340226560
91,Jhr Mazlan,@Mazlan8978,2015-07-02T02:36:35.000Z,"Jom! Derma darah.Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my   utk maklumat lanjut.  
@Zainudin1S
 #Jauharku 
@RTM_Malaysia",,,1.0,,,https://twitter.com/Mazlan8978/status/616435267164065793
92,RTM Malaysia,@RTM_Malaysia,2015-06-30T02:16:48.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my utk maklumat lanjut.,,,10.0,4.0,https://pbs.twimg.com/media/CIts5nQUMAAuV2d?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/615705513012006912
93,Jhr Mazlan,@Mazlan8978,2015-07-05T00:43:29.000Z,"Jom! Derma darah.Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my   utk maklumat lanjut.  
@Zainudin1S
 #Jauharku 
@RTM_Malaysia",,,,,,https://twitter.com/Mazlan8978/status/617493968385912832
94,RELA DAERAH RANTAU PANJANG,@RELA_RANTAUPNJG,2015-07-14T01:11:22.000Z,"Info/Aktiviti

Tajuk: Program Kempen Derma Darah Malam Bulan Ramadhan 2015 
Jabatan Sukarelawan Malaysia (RELA)... http://fb.me/4UdTZJAAx",,,1.0,,,https://twitter.com/RELA_RANTAUPNJG/status/620762478377447424
95,Patriut,@AminRahim_,2015-07-15T13:54:41.000Z,"Replying to 
@kadtechi@Amieee03 
@twt_malaysia
 @mayazhrdn_ @miss_azide hahah nothing la, just bila u nak derma darah, dia tak tanya kuat merokok ke tak kan",,1.0,,,,https://twitter.com/AminRahim_/status/621316959682981888
96,DTN Malaysia,@DTNMalaysia,2015-07-19T19:41:24.000Z,DTN Malaysia: PBSM SMK Ghapor anjur kempen derma darah dan organ pada 25 Julai: KUCHING: Sempena sam-butan Har... http://bit.ly/1Via5F0,,1.0,,,,https://twitter.com/DTNMalaysia/status/622853767751274496
97,RTM Malaysia,@RTM_Malaysia,2015-07-24T01:17:51.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,1.0,,https://pbs.twimg.com/media/CKpFkEFUEAAjZN_?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/624387986201923586
98,Nur Azmaliza,@_azmaliza,2015-07-26T14:06:29.000Z,"Kajian:
Dlm 1k rakyat Malaysia, dlm 2 orang je yg menderma darah. Punyalah rendah kesedaran rakyat Malaysia tentang kepentingan derma darah.",,1.0,,1.0,,https://twitter.com/_azmaliza/status/625306197025906688
99,Aaduka fairuz sukses,@Aadukafairuz,2015-07-27T02:46:54.000Z,"Next program KEMPEN DERMA DARAH 
juga akan dilaksanakan bersama PERTUBUHAN GERAKAN BENCANA MALAYSIA  serta NGO... http://fb.me/1tQwdjFr6",,,,,,https://twitter.com/Aadukafairuz/status/625497560367648768
100,Farah Lyana Azhar,@WanFarahLyana,2015-07-26T22:11:41.000Z,Excited nak derma darah esok. Nak tinggal darah kat UK sikit sebelum balik Malaysia haha,,1.0,1.0,1.0,,https://twitter.com/WanFarahLyana/status/625428299032973312
101,Afiq,@afqzhrdn,2015-08-03T05:51:26.000Z,"01 August 2015 | Kajang

Event derma darah anjuran Gopro Malaysia Club (gpm_official). First time… https://instagram.com/p/56P599H5RM/",,,,,,https://twitter.com/afqzhrdn/status/628080716467818496
102,hakeem,@KEEMGARY,2015-08-03T15:35:40.000Z,"Replying to 
@irhammas@irhammas
 derma la ais krim ke,chocolate luar negara ke.derma x semestinya duit",,1.0,,1.0,,https://twitter.com/KEEMGARY/status/628227743029669888
103,Irham masiri,@irhammas,2015-08-03T15:36:29.000Z,"@KEEMGARY
 hahaha...derma darah ok je..haha..ana blaja kt malaysia laa..haha",,1.0,,1.0,,https://twitter.com/irhammas/status/628227946742853632
104,Afiq,@afqzhrdn,2015-08-01T07:56:34.000Z, Derma Darah w Gopro Malaysia,☑,1.0,1.0,1.0,https://abs-0.twimg.com/emoji/v2/svg/2611.svg,https://twitter.com/afqzhrdn/status/627387431247962112
105,Deen,@deen_hotfm,2015-08-01T04:33:36.000Z,Kalau free hari ni boleh join kempen derma darah bersama GoPro Malaysia,,1.0,5.0,,https://pbs.twimg.com/media/CLS_EynUMAAmroG?format=jpg&name=900x900,https://twitter.com/deen_hotfm/status/627336351638142976
106,RTM Malaysia,@RTM_Malaysia,2015-07-30T03:32:31.000Z,Jom! Derma darah. Kunjungi Pusat Darah Negara atau layari http://pdn.gov.my  utk maklumat lanjut.,,,,,https://pbs.twimg.com/media/CLId7dEVEAADbGd?format=jpg&name=small,https://twitter.com/RTM_Malaysia/status/626596206811045888
107,rohanikarimcomm,@DSRKcomms,2015-08-07T03:44:42.000Z,"Majlis Perasmian Kempen Derma Darah Insurans Hayat Cares di 37 lokasi seluruh Malaysia di Kompleks Medan Mara 
@KPWKM",,,6.0,2.0,https://pbs.twimg.com/media/CLxtXNlUsAATPAe?format=jpg&name=360x360,https://twitter.com/DSRKcomms/status/629498374731902978
108,Sukri Eusoff,@RealSukriEusoff,2015-08-04T14:03:10.000Z,"Hai gais! Tahu tak any event derma darah around JB? Share la. Boleh je ke hospital utk derma tpi tak feeling la 
@twt_malaysia
 @WhatsUpJohor",,2.0,9.0,2.0,,https://twitter.com/RealSukriEusoff/status/628566854034919425
109,Rakyat: KP Gynae Penang,@twt_malaysia,2015-08-04T14:25:08.000Z,"Derma darah in Ipoh people!Quote Tweet
Adamantium
@farahfenast
 · Aug 4, 2015
Replying to @haikuchai
@KushairyMasdi @twt_malaysia ipoh!",,,3.0,1.0,https://pbs.twimg.com/profile_images/1318551143757340674/DkSpX58I_mini.jpg,https://twitter.com/twt_malaysia/status/628572380865105920
110,Rakyat: KP Gynae Penang,@twt_malaysia,2015-08-04T14:11:01.000Z,"Tadi ada org tanya pasal derma darah around JB.

Kalau anyone ada info pasal event derma darah in Ipoh pun bgtau ye!Quote Tweet
Kuchai | #RakyatJagaRakyat
@haikuchai
 · Aug 4, 2015
Replying to @twt_malaysia
@twt_malaysia around Ipoh jugak!",,,,2.0,https://pbs.twimg.com/profile_images/1326088741518147584/RK6YufYv_mini.jpg,https://twitter.com/twt_malaysia/status/628568827287240704
